game_id,season,team_name,player_number,player_name,position,minutes,points,field_goals_made,field_goals_attempted,field_goal_percentage,two_point_field_goals_made,two_point_field_goals_attempted,two_point_percentage,three_point_field_goals_made,three_point_field_goals_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,blocks_received,personal_fouls,fouls_drawn,plus_minus,index_rating,index_rating_2,index_rating_3,index_rating_4,index_rating_5,index_rating_6,index_rating_7,second_chance_points,fast_break_points,points_in_the_paint,first_name,first_name_initial,last_name,last_name_initial,international_first_name,international_first_name_initial,international_last_name,international_last_name_initial,scoreboard_name,active,starter,captain,photo_t,photo_s,team_name_clean,opponent_name,game_date,game_number
2600568,2025,Brampton Honey Badgers,8,Prince Oduro,F,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Prince,P,Oduro,O,Prince,P,Oduro,O,P. Oduro,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dS1.png,brampton honey badgers,Montreal Alliance,2025-05-18T20:00:00Z,1
2600569,2025,Brampton Honey Badgers,25,Jasman Sangha,C,8:08,3,1,2,50,0,1,0,1,1,100,0,0,0,0,1,1,0,1,0,0,1,2,0,-3,2,-1,0.5,-4.5,-1,2,2,0,0,0,Jasman,J,Sangha,S,Jasman,J,Sangha,S,J. Sangha,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8b4070108f202156dbacbdf2b0b68e5dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8b4070108f202156dbacbdf2b0b68e5dS1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,4,Quinndary Weatherspoon,G,32:51,29,11,18,61,10,12,83,1,6,16,6,6,100,0,1,1,7,4,3,0,0,2,6,-24,29,1,24.2,88.5,33,29,29,5,2,20,Quinndary,Q,Weatherspoon,W,Quinndary,Q,Weatherspoon,W,Q. Weatherspoon,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44T1.png,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,22,Patrick Emilien,F,32:51,1,0,1,0,0,0,0,0,1,0,1,2,50,4,4,8,1,0,0,0,0,4,1,-10,8,3,3.0,10.0,5,8,8,0,0,0,Patrick,P,Emilien,E,Patrick,P,Emilien,E,P. Emilien,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9T1.png,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,0,Koby Mcewen,G,29:11,13,3,8,37,2,7,28,1,1,100,6,7,85,1,2,3,3,5,1,0,0,2,4,-7,9,2,6.8,22.5,11,9,9,0,2,4,Koby,K,Mcewen,M,Koby,K,McEwen,M,K. Mcewen,True,True,True,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dS1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,2,Will Douglas,G,27:08,13,5,8,62,4,7,57,1,1,100,2,2,100,0,1,1,0,4,3,1,0,4,3,-16,11,0,7.8,20.5,9,11,11,0,2,8,Will,W,Douglas,D,Will,W,Douglas,D,W. Douglas,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16T1.png,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,8,Prince Oduro,F,23:47,10,4,10,40,4,9,44,0,1,0,2,4,50,4,8,12,2,6,0,0,1,3,2,-28,10,1,3.2,24.0,8,10,10,4,0,8,Prince,P,Oduro,O,Prince,P,Oduro,O,P. Oduro,True,False,False,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dS1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,24,Amari Kelly,F,20:38,11,4,6,66,2,4,50,2,2,100,1,2,50,2,4,6,2,3,0,0,1,5,2,3,13,1,7.0,20.0,9,13,13,1,0,2,Amari,A,Kelly,K,Amari,A,Kelly,K,A. Kelly,False,True,False,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05T1.png,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,6,Taryn Todd,G,12:50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,-18,2,1,-0.6,-14.0,-3,2,2,0,0,0,Taryn,T,Todd,T,Taryn,T,Todd,T,T. Todd,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063T1.png,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,1,Mike Demagus,G,12:36,3,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,3,0,2.7,8.5,3,3,3,0,0,0,Mike,M,Demagus,D,Mike,M,Demagus,D,M. Demagus,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109T1.png,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109S1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,7,Mychael Paulo,G,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Mychael,M,Paulo,P,Mychael,M,Paulo,P,M. Paulo,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/a2e05e7af2db2edab0ff0dcd63b9af7eT1.png,https://images.statsengine.playbyplay.api.geniussports.com/a2e05e7af2db2edab0ff0dcd63b9af7eS1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600569,2025,Brampton Honey Badgers,20,Conner Landell,F,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Conner,C,Landell,L,Conner,C,Landell,L,C. Landell,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eS1.png,brampton honey badgers,Ottawa BlackJacks,2025-05-21T23:30:00Z,2
2600576,2025,Brampton Honey Badgers,6,Taryn Todd,G,5:05,3,1,1,100,1,1,100,0,0,0,1,2,50,1,0,1,0,1,0,0,0,0,1,-12,2,0,2.0,9.0,3,2,2,2,0,2,Taryn,T,Todd,T,Taryn,T,Todd,T,T. Todd,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063T1.png,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,0,Koby Mcewen,G,36:53,22,5,15,33,2,8,25,3,7,42,9,11,81,0,1,1,3,4,3,0,0,1,8,-6,13,1,13.7,39.5,20,13,13,0,0,4,Koby,K,Mcewen,M,Koby,K,McEwen,M,K. Mcewen,True,True,True,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dS1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,24,Amari Kelly,F,32:14,10,4,9,44,4,6,66,0,3,0,2,2,100,1,11,12,2,2,1,1,0,2,1,-4,19,2,9.6,53.0,18,19,19,0,2,8,Amari,A,Kelly,K,Amari,A,Kelly,K,A. Kelly,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05T1.png,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,8,Prince Oduro,F,32:02,14,5,14,35,5,14,35,0,0,0,4,4,100,6,4,10,1,1,1,1,1,3,3,0,17,2,11.8,42.0,16,17,17,4,0,10,Prince,P,Oduro,O,Prince,P,Oduro,O,P. Oduro,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dS1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,4,Quinndary Weatherspoon,G,25:24,10,4,15,26,2,9,22,2,6,33,0,0,0,0,1,1,6,3,0,0,1,3,3,-17,3,1,1.4,-4.0,1,3,3,0,3,4,Quinndary,Q,Weatherspoon,W,Quinndary,Q,Weatherspoon,W,Q. Weatherspoon,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44T1.png,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,55,David Muenkat,F,25:03,6,3,10,30,3,8,37,0,2,0,0,0,0,4,7,11,2,2,0,0,2,0,0,-10,10,2,4.5,29.0,8,10,10,2,2,6,David,D,Muenkat,M,David,D,Muenkat,M,D. Muenkat,True,False,False,https://images.statsengine.playbyplay.api.geniussports.com/219f9156a791b63a10ba84f65139d742T1.png,https://images.statsengine.playbyplay.api.geniussports.com/219f9156a791b63a10ba84f65139d742S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,1,Mike Demagus,G,14:36,7,2,7,28,1,3,33,1,4,25,2,2,100,0,2,2,0,0,0,0,0,0,3,-1,4,1,3.5,12.5,7,4,4,0,2,2,Mike,M,Demagus,D,Mike,M,Demagus,D,M. Demagus,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109T1.png,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,22,Patrick Emilien,F,14:29,0,0,5,0,0,1,0,0,4,0,0,0,0,0,2,2,0,1,0,0,1,0,0,-19,-4,0,-3.9,-14.0,-5,-4,-4,0,0,0,Patrick,P,Emilien,E,Patrick,P,Emilien,E,P. Emilien,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9T1.png,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,2,Will Douglas,G,14:14,4,2,2,100,2,2,100,0,0,0,0,0,0,1,1,2,3,2,1,1,0,2,2,-1,9,3,5.4,21.0,9,9,9,0,2,2,Will,W,Douglas,D,Will,W,Douglas,D,W. Douglas,False,True,False,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16T1.png,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16S1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,20,Conner Landell,F,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Conner,C,Landell,L,Conner,C,Landell,L,C. Landell,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eS1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600576,2025,Brampton Honey Badgers,25,Jasman Sangha,C,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Jasman,J,Sangha,S,Jasman,J,Sangha,S,J. Sangha,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8b4070108f202156dbacbdf2b0b68e5dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8b4070108f202156dbacbdf2b0b68e5dS1.png,brampton honey badgers,Scarborough Shooting Stars,2025-05-25T18:00:00Z,3
2600580,2025,Brampton Honey Badgers,6,Taryn Todd,G,3:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,-1,-1,-1,-1.8,-11.0,-2,-1,-1,0,0,0,Taryn,T,Todd,T,Taryn,T,Todd,T,T. Todd,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063T1.png,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,0,Koby Mcewen,G,34:01,10,2,9,22,0,1,0,2,8,25,4,4,100,0,1,1,5,6,2,0,0,2,4,-14,5,1,3.5,6.0,7,5,5,0,2,0,Koby,K,Mcewen,M,Koby,K,McEwen,M,K. Mcewen,True,True,True,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/6c84f66fa503a0999fcf0316300b089dS1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,8,Prince Oduro,F,28:59,17,8,11,72,8,11,72,0,0,0,1,4,25,1,3,4,0,2,0,0,0,2,3,-8,13,0,10.1,45.0,14,13,13,4,1,16,Prince,P,Oduro,O,Prince,P,Oduro,O,P. Oduro,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dT1.png,https://images.statsengine.playbyplay.api.geniussports.com/aa9207d8e296a3a5b98fc9e38d90011dS1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,24,Amari Kelly,F,27:19,17,6,13,46,3,7,42,3,6,50,2,2,100,1,5,6,3,1,1,0,0,3,4,-8,19,2,13.4,46.5,20,19,19,0,0,6,Amari,A,Kelly,K,Amari,A,Kelly,K,A. Kelly,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05T1.png,https://images.statsengine.playbyplay.api.geniussports.com/b54f2d874d3ddab416a1cbd980bc9f05S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,55,David Muenkat,F,24:10,6,2,3,66,0,0,0,2,3,66,0,2,0,1,3,4,3,1,0,1,0,1,3,-10,10,2,6.9,29.0,12,10,10,0,0,0,David,D,Muenkat,M,David,D,Muenkat,M,D. Muenkat,True,False,False,https://images.statsengine.playbyplay.api.geniussports.com/219f9156a791b63a10ba84f65139d742T1.png,https://images.statsengine.playbyplay.api.geniussports.com/219f9156a791b63a10ba84f65139d742S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,4,Quinndary Weatherspoon,G,23:26,21,7,14,50,5,10,50,2,4,50,5,5,100,0,2,2,5,3,3,0,1,4,5,-6,21,1,16.5,49.0,20,21,21,0,6,10,Quinndary,Q,Weatherspoon,W,Quinndary,Q,Weatherspoon,W,Q. Weatherspoon,False,True,False,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44T1.png,https://images.statsengine.playbyplay.api.geniussports.com/869f1b146ed784207c7217d04b82ea44S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,2,Will Douglas,G,23:21,6,2,3,66,2,2,100,0,1,0,2,2,100,0,1,1,0,0,1,2,0,2,1,-12,9,1,6.6,21.0,8,9,9,0,0,4,Will,W,Douglas,D,Will,W,Douglas,D,W. Douglas,True,True,False,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16T1.png,https://images.statsengine.playbyplay.api.geniussports.com/802de7768989cffe947dc1fc342def16S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,22,Patrick Emilien,F,12:41,0,0,3,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,-10,0,2,-0.5,0.0,0,0,0,0,0,0,Patrick,P,Emilien,E,Patrick,P,Emilien,E,P. Emilien,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9T1.png,https://images.statsengine.playbyplay.api.geniussports.com/dea61a513647e192d8e88c775f21c7f9S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,1,Mike Demagus,G,11:14,2,0,1,0,0,0,0,0,1,0,2,2,100,1,0,1,0,0,0,0,0,1,1,-11,2,1,1.6,2.0,2,2,2,0,0,0,Mike,M,Demagus,D,Mike,M,Demagus,D,M. Demagus,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109T1.png,https://images.statsengine.playbyplay.api.geniussports.com/e156efa590b47a3c9d6d9ba496274109S1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,32,Jaylan Gainey,F,11:01,2,1,3,33,1,3,33,0,0,0,0,0,0,1,3,4,0,0,0,1,0,1,0,-10,5,1,2.2,12.0,4,5,5,0,0,2,Jaylan,J,Gainey,G,Jaylan,J,Gainey,G,J. Gainey,False,False,False,,,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600580,2025,Brampton Honey Badgers,20,Conner Landell,F,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,Conner,C,Landell,L,Conner,C,Landell,L,C. Landell,False,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eS1.png,brampton honey badgers,Edmonton Stingers,2025-05-29T01:00:00Z,4
2600582,2025,Brampton Honey Badgers,6,Taryn Todd,G,3:40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-9,0,0,-0.8,-6.0,-2,0,0,0,0,0,Taryn,T,Todd,T,Taryn,T,Todd,T,T. Todd,True,False,False,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063T1.png,https://images.statsengine.playbyplay.api.geniussports.com/6621681802a014f740b7bbe5aeec9063S1.png,brampton honey badgers,Calgary Surge,2025-05-30T01:30:00Z,5
2600582,2025,Brampton Honey Badgers,20,Conner Landell,F,3:33,1,0,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0,1,0,0,0,1,-10,1,2,1.6,5.0,2,1,1,0,0,0,Conner,C,Landell,L,Conner,C,Landell,L,C. Landell,True,False,False,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eT1.png,https://images.statsengine.playbyplay.api.geniussports.com/8ee913c502372d8a2c021f303d95f50eS1.png,brampton honey badgers,Calgary Surge,2025-05-30T01:30:00Z,5
