game_id,season,game_date,game_number,team_name,short_name,opponent_name,self_team_score,self_field_goals_made,self_field_goals_attempted,self_field_goal_percentage,self_two_point_field_goals_made,self_two_point_field_goals_attempted,self_two_point_percentage,self_three_point_field_goals_made,self_three_point_field_goals_attempted,self_three_point_percentage,self_free_throws_made,self_free_throws_attempted,self_free_throw_percentage,self_offensive_rebounds,self_defensive_rebounds,self_rebounds,self_assists,self_steals,self_turnovers,self_blocks,self_personal_fouls,self_fouls_drawn,self_points_in_the_paint,self_second_chance_points,self_points_from_turnovers,self_bench_points,self_fast_break_points,self_stocks,opp_team_score,opp_field_goals_made,opp_field_goals_attempted,opp_field_goal_percentage,opp_two_point_field_goals_made,opp_two_point_field_goals_attempted,opp_two_point_percentage,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_three_point_percentage,opp_free_throws_made,opp_free_throws_attempted,opp_free_throw_percentage,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_steals,opp_turnovers,opp_blocks,opp_personal_fouls,opp_fouls_drawn,opp_points_in_the_paint,opp_second_chance_points,opp_points_from_turnovers,opp_bench_points,opp_fast_break_points,opp_stocks,diff_team_score,diff_field_goals_made,diff_field_goals_attempted,diff_field_goal_percentage,diff_two_point_field_goals_made,diff_two_point_field_goals_attempted,diff_two_point_percentage,diff_three_point_field_goals_made,diff_three_point_field_goals_attempted,diff_three_point_percentage,diff_free_throws_made,diff_free_throws_attempted,diff_free_throw_percentage,diff_offensive_rebounds,diff_defensive_rebounds,diff_rebounds,diff_assists,diff_steals,diff_turnovers,diff_blocks,diff_personal_fouls,diff_fouls_drawn,diff_points_in_the_paint,diff_second_chance_points,diff_points_from_turnovers,diff_bench_points,diff_fast_break_points,diff_stocks
2600664,2025,2025-07-29T23:30:00Z,20,Scarborough Shooting Stars,Scarborough,Ottawa BlackJacks,93,35,78,44,24,45,53,11,33,33,12,14,85,12,25,37,25,10,12,5,16,11,40,9,12,20,19,15,100.0,37.0,69.0,53.0,22.0,40.0,55.0,15.0,29.0,51.0,11.0,16.0,68.0,8.0,31.0,39.0,25.0,4.0,16.0,2.0,13.0,15.0,38.0,8.0,11.0,61.0,13.0,6.0,-7.0,-2.0,9.0,-9.0,2.0,5.0,-2.0,-4.0,4.0,-18.0,1.0,-2.0,17.0,4.0,-6.0,-2.0,0.0,6.0,-4.0,3.0,3.0,-4.0,2.0,1.0,1.0,-41.0,6.0,9.0
2600670,2025,2025-07-31T23:30:00Z,21,Scarborough Shooting Stars,Scarborough,Calgary Surge,93,38,78,48,27,45,60,11,33,33,6,13,46,14,35,49,17,4,18,8,21,16,44,11,8,23,19,12,89.0,31.0,81.0,38.0,19.0,48.0,39.0,12.0,33.0,36.0,15.0,25.0,60.0,16.0,29.0,45.0,25.0,7.0,10.0,4.0,16.0,21.0,30.0,11.0,23.0,10.0,14.0,11.0,4.0,7.0,-3.0,10.0,8.0,-3.0,21.0,-1.0,0.0,-3.0,-9.0,-12.0,-14.0,-2.0,6.0,4.0,-8.0,-3.0,8.0,4.0,5.0,-5.0,14.0,0.0,-15.0,13.0,5.0,1.0
2600658,2025,2025-08-03T18:00:00Z,22,Scarborough Shooting Stars,Scarborough,Niagara River Lions,81,30,71,42,22,43,51,8,28,28,13,17,76,12,39,51,17,10,19,6,14,18,36,16,12,18,17,16,64.0,21.0,78.0,26.0,15.0,49.0,30.0,6.0,29.0,20.0,16.0,23.0,69.0,21.0,28.0,49.0,14.0,13.0,17.0,2.0,19.0,12.0,20.0,29.0,15.0,10.0,8.0,15.0,17.0,9.0,-7.0,16.0,7.0,-6.0,21.0,2.0,-1.0,8.0,-3.0,-6.0,7.0,-9.0,11.0,2.0,3.0,-3.0,2.0,4.0,-5.0,6.0,16.0,-13.0,-3.0,8.0,9.0,1.0
2600674,2025,2025-08-09T00:00:00Z,23,Scarborough Shooting Stars,Scarborough,Vancouver Bandits,95,35,75,46,23,40,57,12,35,34,13,17,76,9,40,49,27,3,17,10,18,17,44,9,8,26,22,13,102.0,40.0,88.0,45.0,30.0,56.0,53.0,10.0,32.0,31.0,12.0,17.0,70.0,10.0,31.0,41.0,21.0,12.0,7.0,5.0,17.0,18.0,54.0,10.0,18.0,7.0,22.0,17.0,-7.0,-5.0,-13.0,1.0,-7.0,-16.0,4.0,2.0,3.0,3.0,1.0,0.0,6.0,-1.0,9.0,8.0,6.0,-9.0,10.0,5.0,1.0,-1.0,-10.0,-1.0,-10.0,19.0,0.0,-4.0
2600679,2025,2025-08-10T18:00:00Z,24,Scarborough Shooting Stars,Scarborough,Montreal Alliance,80,33,72,45,23,37,62,10,35,28,4,5,80,6,38,44,19,6,20,11,10,8,40,6,9,20,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696066,2025,2025-08-14T23:00:00Z,25,Scarborough Shooting Stars,Scarborough,Montreal Alliance,92,34,80,42,18,42,42,16,38,42,8,13,61,15,32,47,25,5,11,6,17,15,32,7,18,16,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700442,2025,2025-08-16T17:00:00Z,26,Scarborough Shooting Stars,Scarborough,Ottawa BlackJacks,114,38,71,53,23,41,56,15,30,50,23,32,71,10,38,48,24,8,11,9,17,20,42,9,15,39,23,17,81.0,29.0,77.0,37.0,22.0,51.0,43.0,7.0,26.0,26.0,16.0,26.0,61.0,14.0,25.0,39.0,19.0,8.0,11.0,2.0,21.0,16.0,40.0,13.0,11.0,23.0,16.0,10.0,33.0,9.0,-6.0,16.0,1.0,-10.0,13.0,8.0,4.0,24.0,7.0,6.0,10.0,-4.0,13.0,9.0,5.0,0.0,0.0,7.0,-4.0,4.0,2.0,-4.0,4.0,16.0,7.0,7.0
2700727,2025,2025-08-22T22:00:00Z,27,Scarborough Shooting Stars,Scarborough,Niagara River Lions,91,34,77,44,22,44,50,12,33,36,11,18,61,7,33,40,18,5,7,4,13,15,42,7,12,25,14,9,93.0,29.0,83.0,34.0,15.0,44.0,34.0,14.0,39.0,35.0,21.0,21.0,100.0,20.0,36.0,56.0,15.0,2.0,10.0,2.0,16.0,12.0,20.0,26.0,7.0,23.0,16.0,4.0,-2.0,5.0,-6.0,10.0,7.0,0.0,16.0,-2.0,-6.0,1.0,-10.0,-3.0,-39.0,-13.0,-3.0,-16.0,3.0,3.0,-3.0,2.0,-3.0,3.0,22.0,-19.0,5.0,2.0,-2.0,5.0
2600564,2025,2025-05-16T01:30:00Z,1,Vancouver Bandits,Vancouver,Saskatchewan Rattlers,105,42,76,55,34,51,66,8,25,32,13,21,61,13,37,50,17,11,16,2,18,16,60,14,29,13,17,13,65.0,24.0,68.0,35.0,20.0,50.0,40.0,4.0,18.0,22.0,13.0,17.0,76.0,9.0,25.0,34.0,9.0,7.0,20.0,3.0,16.0,18.0,38.0,8.0,18.0,19.0,14.0,10.0,40.0,18.0,8.0,20.0,14.0,1.0,26.0,4.0,7.0,10.0,0.0,4.0,-15.0,4.0,12.0,16.0,8.0,4.0,-4.0,-1.0,2.0,-2.0,22.0,6.0,11.0,-6.0,3.0,3.0
2600571,2025,2025-05-23T02:00:00Z,2,Vancouver Bandits,Vancouver,Niagara River Lions,109,39,83,46,31,59,52,8,24,33,23,31,74,18,34,52,28,11,11,7,21,21,60,16,32,33,24,18,72.0,27.0,66.0,40.0,23.0,42.0,54.0,4.0,24.0,16.0,14.0,19.0,73.0,9.0,28.0,37.0,13.0,6.0,19.0,9.0,21.0,21.0,36.0,10.0,5.0,33.0,2.0,15.0,37.0,12.0,17.0,6.0,8.0,17.0,-2.0,4.0,0.0,17.0,9.0,12.0,1.0,9.0,6.0,15.0,15.0,5.0,-8.0,-2.0,0.0,0.0,24.0,6.0,27.0,0.0,22.0,3.0
2600575,2025,2025-05-25T02:00:00Z,3,Vancouver Bandits,Vancouver,Edmonton Stingers,109,39,71,54,26,40,65,13,31,41,18,25,72,9,29,38,34,13,10,5,22,22,52,8,29,29,20,18,79.0,26.0,62.0,41.0,19.0,38.0,50.0,7.0,24.0,29.0,20.0,23.0,86.0,8.0,26.0,34.0,16.0,5.0,20.0,3.0,23.0,21.0,36.0,8.0,12.0,24.0,4.0,8.0,30.0,13.0,9.0,13.0,7.0,2.0,15.0,6.0,7.0,12.0,-2.0,2.0,-14.0,1.0,3.0,4.0,18.0,8.0,-10.0,2.0,-1.0,1.0,16.0,0.0,17.0,5.0,16.0,10.0
2600579,2025,2025-05-29T00:00:00Z,4,Vancouver Bandits,Vancouver,Winnipeg Sea Bears,100,38,70,54,29,40,72,9,30,30,15,18,83,11,33,44,28,6,15,1,21,18,50,15,11,23,14,7,89.0,27.0,74.0,36.0,17.0,36.0,47.0,10.0,38.0,26.0,25.0,28.0,89.0,15.0,21.0,36.0,16.0,9.0,10.0,4.0,18.0,21.0,34.0,17.0,29.0,14.0,21.0,13.0,11.0,11.0,-4.0,18.0,12.0,4.0,25.0,-1.0,-8.0,4.0,-10.0,-10.0,-6.0,-4.0,12.0,8.0,12.0,-3.0,5.0,-3.0,3.0,-3.0,16.0,-2.0,-18.0,9.0,-7.0,-6.0
2600586,2025,2025-05-31T01:00:00Z,5,Vancouver Bandits,Vancouver,Edmonton Stingers,104,38,77,49,22,45,48,16,32,50,12,16,75,12,28,40,23,7,12,2,25,16,44,8,14,15,10,9,95.0,29.0,69.0,42.0,19.0,42.0,45.0,10.0,27.0,37.0,27.0,30.0,90.0,14.0,30.0,44.0,14.0,7.0,14.0,3.0,16.0,25.0,34.0,11.0,12.0,23.0,16.0,10.0,9.0,9.0,8.0,7.0,3.0,3.0,3.0,6.0,5.0,13.0,-15.0,-14.0,-15.0,-2.0,-2.0,-4.0,9.0,0.0,-2.0,-1.0,9.0,-9.0,10.0,-3.0,2.0,-8.0,-6.0,-1.0
2600592,2025,2025-06-02T00:00:00Z,6,Vancouver Bandits,Vancouver,Calgary Surge,80,29,76,38,22,48,45,7,28,25,15,22,68,12,35,47,15,10,18,2,20,20,42,6,29,21,6,12,95.0,33.0,78.0,42.0,25.0,45.0,55.0,8.0,33.0,24.0,21.0,26.0,80.0,13.0,38.0,51.0,16.0,4.0,17.0,6.0,20.0,20.0,46.0,15.0,22.0,21.0,24.0,10.0,-15.0,-4.0,-2.0,-4.0,-3.0,3.0,-10.0,-1.0,-5.0,1.0,-6.0,-4.0,-12.0,-1.0,-3.0,-4.0,-1.0,6.0,1.0,-4.0,0.0,0.0,-4.0,-9.0,7.0,0.0,-18.0,2.0
2600611,2025,2025-06-07T02:00:00Z,7,Vancouver Bandits,Vancouver,Ottawa BlackJacks,95,38,77,49,29,51,56,9,26,34,10,16,62,13,31,44,22,12,13,5,19,17,58,12,19,30,18,17,81.0,31.0,74.0,41.0,23.0,51.0,45.0,8.0,23.0,34.0,11.0,17.0,64.0,16.0,27.0,43.0,21.0,6.0,16.0,3.0,18.0,19.0,44.0,14.0,16.0,42.0,8.0,9.0,14.0,7.0,3.0,8.0,6.0,0.0,11.0,1.0,3.0,0.0,-1.0,-1.0,-2.0,-3.0,4.0,1.0,1.0,6.0,-3.0,2.0,1.0,-2.0,14.0,-2.0,3.0,-12.0,10.0,8.0
2600593,2025,2025-06-08T22:00:00Z,8,Vancouver Bandits,Vancouver,Saskatchewan Rattlers,101,39,82,47,31,55,56,8,27,29,15,21,71,13,36,49,22,10,8,1,16,15,58,16,15,20,27,11,76.0,31.0,79.0,39.0,26.0,52.0,50.0,5.0,27.0,18.0,9.0,12.0,75.0,13.0,33.0,46.0,16.0,7.0,14.0,4.0,15.0,16.0,42.0,10.0,14.0,20.0,23.0,11.0,25.0,8.0,3.0,8.0,5.0,3.0,6.0,3.0,0.0,11.0,6.0,9.0,-4.0,0.0,3.0,3.0,6.0,3.0,-6.0,-3.0,1.0,-1.0,16.0,6.0,1.0,0.0,4.0,0.0
2600585,2025,2025-06-15T02:00:00Z,9,Vancouver Bandits,Vancouver,Montreal Alliance,91,36,71,50,29,52,55,7,19,36,12,13,92,10,35,45,21,4,13,4,22,17,56,12,16,15,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600612,2025,2025-06-21T02:00:00Z,10,Vancouver Bandits,Vancouver,Winnipeg Sea Bears,85,30,68,44,20,39,51,10,29,34,15,22,68,10,28,38,27,9,18,4,22,17,40,20,14,11,16,13,92.0,35.0,76.0,46.0,28.0,51.0,54.0,7.0,25.0,28.0,15.0,19.0,78.0,13.0,30.0,43.0,17.0,8.0,15.0,2.0,18.0,22.0,50.0,21.0,20.0,8.0,7.0,10.0,-7.0,-5.0,-8.0,-2.0,-8.0,-12.0,-3.0,3.0,4.0,6.0,0.0,3.0,-10.0,-3.0,-2.0,-5.0,10.0,1.0,3.0,2.0,4.0,-5.0,-10.0,-1.0,-6.0,3.0,9.0,3.0
2600616,2025,2025-06-22T20:00:00Z,11,Vancouver Bandits,Vancouver,Calgary Surge,83,30,69,43,19,41,46,11,28,39,12,19,63,16,34,50,17,6,29,0,26,17,36,13,16,34,10,6,100.0,36.0,74.0,48.0,25.0,43.0,58.0,11.0,31.0,35.0,17.0,24.0,70.0,10.0,27.0,37.0,29.0,14.0,15.0,6.0,17.0,26.0,48.0,14.0,34.0,34.0,21.0,20.0,-17.0,-6.0,-5.0,-5.0,-6.0,-2.0,-12.0,0.0,-3.0,4.0,-5.0,-5.0,-7.0,6.0,7.0,13.0,-12.0,-8.0,14.0,-6.0,9.0,-9.0,-12.0,-1.0,-18.0,0.0,-11.0,-14.0
2600621,2025,2025-06-29T02:00:00Z,12,Vancouver Bandits,Vancouver,Saskatchewan Rattlers,97,30,66,45,15,33,45,15,33,45,22,27,81,9,24,33,23,7,10,1,13,21,30,10,23,9,15,8,85.0,32.0,63.0,50.0,19.0,35.0,54.0,13.0,28.0,46.0,8.0,14.0,57.0,9.0,29.0,38.0,26.0,4.0,18.0,7.0,21.0,13.0,34.0,4.0,8.0,26.0,13.0,11.0,12.0,-2.0,3.0,-5.0,-4.0,-2.0,-9.0,2.0,5.0,-1.0,14.0,13.0,24.0,0.0,-5.0,-5.0,-3.0,3.0,-8.0,-6.0,-8.0,8.0,-4.0,6.0,15.0,-17.0,2.0,-3.0
2600629,2025,2025-07-02T00:00:00Z,13,Vancouver Bandits,Vancouver,Scarborough Shooting Stars,100,33,77,42,19,41,46,14,36,38,20,28,71,13,27,40,25,10,16,3,23,21,34,13,27,13,26,13,97.0,38.0,79.0,48.0,29.0,57.0,50.0,9.0,22.0,40.0,12.0,19.0,63.0,18.0,31.0,49.0,19.0,8.0,21.0,9.0,22.0,22.0,56.0,19.0,21.0,34.0,15.0,17.0,3.0,-5.0,-2.0,-6.0,-10.0,-16.0,-4.0,5.0,14.0,-2.0,8.0,9.0,8.0,-5.0,-4.0,-9.0,6.0,2.0,-5.0,-6.0,1.0,-1.0,-22.0,-6.0,6.0,-21.0,11.0,-4.0
2600624,2025,2025-07-07T00:00:00Z,14,Vancouver Bandits,Vancouver,Brampton Honey Badgers,87,32,74,43,20,44,45,12,30,40,11,16,68,8,30,38,24,6,8,2,13,19,36,14,18,13,8,8,84.0,33.0,69.0,47.0,25.0,41.0,60.0,8.0,28.0,28.0,10.0,14.0,71.0,6.0,36.0,42.0,18.0,4.0,10.0,8.0,20.0,12.0,40.0,6.0,7.0,24.0,7.0,12.0,3.0,-1.0,5.0,-4.0,-5.0,3.0,-15.0,4.0,2.0,12.0,1.0,2.0,-3.0,2.0,-6.0,-4.0,6.0,2.0,-2.0,-6.0,-7.0,7.0,-4.0,8.0,11.0,-11.0,1.0,-4.0
2600627,2025,2025-07-10T23:00:00Z,15,Vancouver Bandits,Vancouver,Niagara River Lions,77,30,82,36,21,45,46,9,37,24,8,13,61,17,28,45,18,3,13,2,22,20,38,8,10,24,10,5,96.0,36.0,77.0,46.0,26.0,51.0,50.0,10.0,26.0,38.0,14.0,17.0,82.0,13.0,35.0,48.0,26.0,6.0,8.0,5.0,22.0,19.0,42.0,8.0,18.0,24.0,4.0,11.0,-19.0,-6.0,5.0,-10.0,-5.0,-6.0,-4.0,-1.0,11.0,-14.0,-6.0,-4.0,-21.0,4.0,-7.0,-3.0,-8.0,-3.0,5.0,-3.0,0.0,1.0,-4.0,0.0,-8.0,0.0,6.0,-6.0
2600634,2025,2025-07-12T00:00:00Z,16,Vancouver Bandits,Vancouver,Brampton Honey Badgers,89,31,74,41,18,42,42,13,32,40,14,23,60,19,31,50,20,7,13,2,14,23,34,15,12,9,17,9,85.0,30.0,63.0,47.0,18.0,32.0,56.0,12.0,31.0,38.0,13.0,18.0,72.0,6.0,30.0,36.0,15.0,7.0,13.0,2.0,23.0,14.0,36.0,5.0,17.0,20.0,5.0,9.0,4.0,1.0,11.0,-6.0,0.0,10.0,-14.0,1.0,1.0,2.0,1.0,5.0,-12.0,13.0,1.0,14.0,5.0,0.0,0.0,0.0,-9.0,9.0,-2.0,10.0,-5.0,-11.0,12.0,0.0
2600640,2025,2025-07-13T20:00:00Z,17,Vancouver Bandits,Vancouver,Montreal Alliance,94,30,67,44,14,32,43,16,35,45,18,22,81,9,21,30,19,13,13,4,17,16,26,15,24,8,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600651,2025,2025-07-19T02:00:00Z,18,Vancouver Bandits,Vancouver,Saskatchewan Rattlers,100,35,71,49,18,32,56,17,39,43,13,16,81,10,28,38,29,10,14,2,18,16,36,5,22,26,17,12,79.0,31.0,71.0,43.0,24.0,43.0,55.0,7.0,28.0,25.0,10.0,12.0,83.0,13.0,27.0,40.0,17.0,7.0,17.0,2.0,17.0,18.0,40.0,18.0,14.0,11.0,15.0,9.0,21.0,4.0,0.0,6.0,-6.0,-11.0,1.0,10.0,11.0,18.0,3.0,4.0,-2.0,-3.0,1.0,-2.0,12.0,3.0,-3.0,0.0,1.0,-2.0,-4.0,-13.0,8.0,15.0,2.0,3.0
2600661,2025,2025-07-21T00:00:00Z,19,Vancouver Bandits,Vancouver,Edmonton Stingers,111,40,69,57,23,34,67,17,35,48,14,21,66,4,35,39,29,4,18,5,14,17,40,2,13,32,23,9,99.0,40.0,95.0,42.0,32.0,60.0,53.0,8.0,35.0,22.0,11.0,15.0,73.0,18.0,24.0,42.0,18.0,11.0,12.0,1.0,17.0,14.0,56.0,22.0,22.0,30.0,25.0,12.0,12.0,0.0,-26.0,15.0,-9.0,-26.0,14.0,9.0,0.0,26.0,3.0,6.0,-7.0,-14.0,11.0,-3.0,11.0,-7.0,6.0,4.0,-3.0,3.0,-16.0,-20.0,-9.0,2.0,-2.0,-3.0
2600650,2025,2025-07-26T02:00:00Z,20,Vancouver Bandits,Vancouver,Calgary Surge,96,38,79,48,30,52,57,8,27,29,12,19,63,15,37,52,22,7,18,0,26,17,50,18,9,21,11,7,98.0,39.0,86.0,45.0,33.0,52.0,63.0,6.0,34.0,17.0,14.0,24.0,58.0,16.0,30.0,46.0,15.0,9.0,14.0,6.0,18.0,25.0,62.0,13.0,25.0,15.0,6.0,15.0,-2.0,-1.0,-7.0,3.0,-3.0,0.0,-6.0,2.0,-7.0,12.0,-2.0,-5.0,5.0,-1.0,7.0,6.0,7.0,-2.0,4.0,-6.0,8.0,-8.0,-12.0,5.0,-16.0,6.0,5.0,-8.0
2600652,2025,2025-08-02T01:00:00Z,21,Vancouver Bandits,Vancouver,Edmonton Stingers,121,45,80,56,35,53,66,10,27,37,21,25,84,12,32,44,17,9,15,2,22,21,68,6,27,14,22,11,105.0,39.0,81.0,48.0,31.0,59.0,52.0,8.0,22.0,36.0,19.0,26.0,73.0,12.0,23.0,35.0,18.0,6.0,15.0,1.0,21.0,20.0,58.0,18.0,17.0,23.0,14.0,7.0,16.0,6.0,-1.0,8.0,4.0,-6.0,14.0,2.0,5.0,1.0,2.0,-1.0,11.0,0.0,9.0,9.0,-1.0,3.0,0.0,1.0,1.0,1.0,10.0,-12.0,10.0,-9.0,8.0,4.0
2600665,2025,2025-08-04T00:00:00Z,22,Vancouver Bandits,Vancouver,Winnipeg Sea Bears,106,38,70,54,26,44,59,12,26,46,18,24,75,6,33,39,25,11,10,1,11,19,50,14,24,13,27,12,74.0,29.0,70.0,41.0,20.0,42.0,47.0,9.0,28.0,32.0,7.0,10.0,70.0,9.0,29.0,38.0,18.0,4.0,19.0,4.0,20.0,10.0,36.0,7.0,8.0,15.0,4.0,8.0,32.0,9.0,0.0,13.0,6.0,2.0,12.0,3.0,-2.0,14.0,11.0,14.0,5.0,-3.0,4.0,1.0,7.0,7.0,-9.0,-3.0,-9.0,9.0,14.0,7.0,16.0,-2.0,23.0,4.0
2600674,2025,2025-08-09T00:00:00Z,23,Vancouver Bandits,Vancouver,Scarborough Shooting Stars,102,40,88,45,30,56,53,10,32,31,12,17,70,10,31,41,21,12,7,5,17,18,54,10,18,7,22,17,95.0,35.0,75.0,46.0,23.0,40.0,57.0,12.0,35.0,34.0,13.0,17.0,76.0,9.0,40.0,49.0,27.0,3.0,17.0,10.0,18.0,17.0,44.0,9.0,8.0,26.0,22.0,13.0,7.0,5.0,13.0,-1.0,7.0,16.0,-4.0,-2.0,-3.0,-3.0,-1.0,0.0,-6.0,1.0,-9.0,-8.0,-6.0,9.0,-10.0,-5.0,-1.0,1.0,10.0,1.0,10.0,-19.0,0.0,4.0
2600680,2025,2025-08-10T19:00:00Z,24,Vancouver Bandits,Vancouver,Ottawa BlackJacks,130,48,83,57,30,49,61,18,34,52,16,18,88,16,23,39,32,10,10,0,22,16,56,25,21,15,12,10,112.0,36.0,60.0,60.0,21.0,31.0,67.0,15.0,29.0,51.0,25.0,32.0,78.0,5.0,19.0,24.0,26.0,3.0,14.0,1.0,18.0,21.0,36.0,2.0,15.0,41.0,13.0,4.0,18.0,12.0,23.0,-3.0,9.0,18.0,-6.0,3.0,5.0,1.0,-9.0,-14.0,10.0,11.0,4.0,15.0,6.0,7.0,-4.0,-1.0,4.0,-5.0,20.0,23.0,6.0,-26.0,-1.0,6.0
2700450,2025,2025-08-16T19:30:00Z,25,Vancouver Bandits,Vancouver,Calgary Surge,103,36,72,50,26,44,59,10,28,35,21,28,75,20,35,55,23,7,21,4,19,18,48,22,10,7,22,11,105.0,36.0,80.0,45.0,16.0,41.0,39.0,20.0,39.0,51.0,13.0,15.0,86.0,10.0,17.0,27.0,15.0,11.0,9.0,5.0,20.0,18.0,28.0,12.0,27.0,14.0,15.0,16.0,-2.0,0.0,-8.0,5.0,10.0,3.0,20.0,-10.0,-11.0,-16.0,8.0,13.0,-11.0,10.0,18.0,28.0,8.0,-4.0,12.0,-1.0,-1.0,0.0,20.0,10.0,-17.0,-7.0,7.0,-5.0
2600566,2025,2025-05-17T00:30:00Z,1,Winnipeg Sea Bears,Winnipeg,Edmonton Stingers,92,31,83,37,21,49,42,10,34,29,20,26,76,15,39,54,19,6,12,6,19,18,38,12,11,17,4,12,89.0,33.0,84.0,39.0,25.0,57.0,43.0,8.0,27.0,29.0,15.0,18.0,83.0,12.0,39.0,51.0,14.0,6.0,12.0,4.0,18.0,19.0,42.0,12.0,9.0,10.0,8.0,10.0,3.0,-2.0,-1.0,-2.0,-4.0,-8.0,-1.0,2.0,7.0,0.0,5.0,8.0,-7.0,3.0,0.0,3.0,5.0,0.0,0.0,2.0,1.0,-1.0,-4.0,0.0,2.0,7.0,-4.0,2.0
2600573,2025,2025-05-24T00:30:00Z,2,Winnipeg Sea Bears,Winnipeg,Calgary Surge,86,34,84,40,23,44,52,11,40,27,7,16,43,19,22,41,22,7,17,3,22,18,38,15,19,20,3,10,98.0,37.0,72.0,51.0,31.0,51.0,60.0,6.0,21.0,28.0,18.0,27.0,66.0,17.0,34.0,51.0,19.0,12.0,18.0,3.0,19.0,22.0,58.0,17.0,27.0,13.0,22.0,15.0,-12.0,-3.0,12.0,-11.0,-8.0,-7.0,-8.0,5.0,19.0,-1.0,-11.0,-11.0,-23.0,2.0,-12.0,-10.0,3.0,-5.0,-1.0,0.0,3.0,-4.0,-20.0,-2.0,-8.0,7.0,-19.0,-5.0
2600577,2025,2025-05-25T20:00:00Z,3,Winnipeg Sea Bears,Winnipeg,Calgary Surge,61,22,73,30,16,38,42,6,35,17,11,22,50,10,32,42,14,9,16,2,19,20,28,8,15,15,5,11,93.0,35.0,78.0,44.0,27.0,46.0,58.0,8.0,32.0,25.0,15.0,25.0,60.0,15.0,46.0,61.0,24.0,13.0,15.0,2.0,21.0,18.0,46.0,18.0,17.0,34.0,15.0,15.0,-32.0,-13.0,-5.0,-14.0,-11.0,-8.0,-16.0,-2.0,3.0,-8.0,-4.0,-3.0,-10.0,-5.0,-14.0,-19.0,-10.0,-4.0,1.0,0.0,-2.0,2.0,-18.0,-10.0,-2.0,-19.0,-10.0,-4.0
2600579,2025,2025-05-29T00:00:00Z,4,Winnipeg Sea Bears,Winnipeg,Vancouver Bandits,89,27,74,36,17,36,47,10,38,26,25,28,89,15,21,36,16,9,10,4,18,21,34,17,29,14,21,13,100.0,38.0,70.0,54.0,29.0,40.0,72.0,9.0,30.0,30.0,15.0,18.0,83.0,11.0,33.0,44.0,28.0,6.0,15.0,1.0,21.0,18.0,50.0,15.0,11.0,23.0,14.0,7.0,-11.0,-11.0,4.0,-18.0,-12.0,-4.0,-25.0,1.0,8.0,-4.0,10.0,10.0,6.0,4.0,-12.0,-8.0,-12.0,3.0,-5.0,3.0,-3.0,3.0,-16.0,2.0,18.0,-9.0,7.0,6.0
2600589,2025,2025-06-01T00:30:00Z,5,Winnipeg Sea Bears,Winnipeg,Ottawa BlackJacks,73,28,73,38,19,41,46,9,32,28,8,13,61,15,19,34,17,10,11,2,15,17,36,12,23,13,6,12,88.0,32.0,64.0,50.0,19.0,32.0,59.0,13.0,32.0,40.0,11.0,12.0,91.0,13.0,30.0,43.0,22.0,7.0,20.0,5.0,17.0,14.0,32.0,16.0,11.0,27.0,5.0,12.0,-15.0,-4.0,9.0,-12.0,0.0,9.0,-13.0,-4.0,0.0,-12.0,-3.0,1.0,-30.0,2.0,-11.0,-9.0,-5.0,3.0,-9.0,-3.0,-2.0,3.0,4.0,-4.0,12.0,-14.0,1.0,0.0
2600601,2025,2025-06-06T23:30:00Z,6,Winnipeg Sea Bears,Winnipeg,Brampton Honey Badgers,74,26,64,40,15,35,42,11,29,37,11,15,73,6,24,30,17,9,14,2,25,15,24,5,18,39,12,11,81.0,24.0,62.0,38.0,18.0,38.0,47.0,6.0,24.0,25.0,27.0,32.0,84.0,14.0,34.0,48.0,13.0,7.0,16.0,3.0,17.0,24.0,34.0,19.0,16.0,16.0,14.0,10.0,-7.0,2.0,2.0,2.0,-3.0,-3.0,-5.0,5.0,5.0,12.0,-16.0,-17.0,-11.0,-8.0,-10.0,-18.0,4.0,2.0,-2.0,-1.0,8.0,-9.0,-10.0,-14.0,2.0,23.0,-2.0,1.0
2600584,2025,2025-06-08T00:00:00Z,7,Winnipeg Sea Bears,Winnipeg,Scarborough Shooting Stars,87,31,84,36,19,51,37,12,33,36,13,20,65,15,33,48,16,9,11,6,20,22,28,15,14,29,4,15,86.0,32.0,74.0,43.0,24.0,53.0,45.0,8.0,21.0,38.0,14.0,29.0,48.0,17.0,42.0,59.0,17.0,8.0,16.0,7.0,22.0,20.0,42.0,11.0,11.0,26.0,22.0,15.0,1.0,-1.0,10.0,-7.0,-5.0,-2.0,-8.0,4.0,12.0,-2.0,-1.0,-9.0,17.0,-2.0,-9.0,-11.0,-1.0,1.0,-5.0,-1.0,-2.0,2.0,-14.0,4.0,3.0,3.0,-18.0,0.0
