game_id,season,game_date,game_number,team_name,short_name,opponent_name,self_team_score,self_field_goals_made,self_field_goals_attempted,self_field_goal_percentage,self_two_point_field_goals_made,self_two_point_field_goals_attempted,self_two_point_percentage,self_three_point_field_goals_made,self_three_point_field_goals_attempted,self_three_point_percentage,self_free_throws_made,self_free_throws_attempted,self_free_throw_percentage,self_offensive_rebounds,self_defensive_rebounds,self_rebounds,self_assists,self_steals,self_turnovers,self_blocks,self_personal_fouls,self_fouls_drawn,self_points_in_the_paint,self_second_chance_points,self_points_from_turnovers,self_bench_points,self_fast_break_points,self_stocks,opp_team_score,opp_field_goals_made,opp_field_goals_attempted,opp_field_goal_percentage,opp_two_point_field_goals_made,opp_two_point_field_goals_attempted,opp_two_point_percentage,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_three_point_percentage,opp_free_throws_made,opp_free_throws_attempted,opp_free_throw_percentage,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_steals,opp_turnovers,opp_blocks,opp_personal_fouls,opp_fouls_drawn,opp_points_in_the_paint,opp_second_chance_points,opp_points_from_turnovers,opp_bench_points,opp_fast_break_points,opp_stocks,diff_team_score,diff_field_goals_made,diff_field_goals_attempted,diff_field_goal_percentage,diff_two_point_field_goals_made,diff_two_point_field_goals_attempted,diff_two_point_percentage,diff_three_point_field_goals_made,diff_three_point_field_goals_attempted,diff_three_point_percentage,diff_free_throws_made,diff_free_throws_attempted,diff_free_throw_percentage,diff_offensive_rebounds,diff_defensive_rebounds,diff_rebounds,diff_assists,diff_steals,diff_turnovers,diff_blocks,diff_personal_fouls,diff_fouls_drawn,diff_points_in_the_paint,diff_second_chance_points,diff_points_from_turnovers,diff_bench_points,diff_fast_break_points,diff_stocks
2600641,2025,2025-07-06T22:00:00Z,14,Calgary Surge,Calgary,Edmonton Stingers,90,32,80,40,17,47,36,15,33,45,11,22,50,15,27,42,11,6,12,2,14,18,32,11,11,51,5,8,113.0,42.0,84.0,50.0,31.0,54.0,57.0,11.0,30.0,36.0,18.0,20.0,90.0,15.0,40.0,55.0,27.0,4.0,12.0,1.0,19.0,14.0,60.0,12.0,16.0,26.0,18.0,5.0,-23.0,-10.0,-4.0,-10.0,-14.0,-7.0,-21.0,4.0,3.0,9.0,-7.0,2.0,-40.0,0.0,-13.0,-13.0,-16.0,2.0,0.0,1.0,-5.0,4.0,-28.0,-1.0,-5.0,25.0,-13.0,3.0
2600630,2025,2025-07-10T01:30:00Z,15,Calgary Surge,Calgary,Montreal Alliance,107,42,72,58,29,44,65,13,28,46,10,20,50,8,19,27,19,21,16,5,17,16,54,11,38,9,12,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600642,2025,2025-07-16T01:30:00Z,16,Calgary Surge,Calgary,Saskatchewan Rattlers,103,38,68,55,25,40,62,13,28,46,14,17,82,11,28,39,17,12,19,4,17,19,48,15,20,24,11,16,81.0,31.0,62.0,50.0,20.0,39.0,51.0,11.0,23.0,47.0,8.0,16.0,50.0,6.0,20.0,26.0,21.0,12.0,19.0,3.0,19.0,15.0,28.0,7.0,21.0,11.0,17.0,15.0,22.0,7.0,6.0,5.0,5.0,1.0,11.0,2.0,5.0,-1.0,6.0,1.0,32.0,5.0,8.0,13.0,-4.0,0.0,0.0,1.0,-2.0,4.0,20.0,8.0,-1.0,13.0,-6.0,1.0
2600648,2025,2025-07-18T00:00:00Z,17,Calgary Surge,Calgary,Winnipeg Sea Bears,93,38,76,50,29,47,61,9,29,31,8,16,50,9,27,36,19,11,7,2,15,15,46,10,22,20,10,13,89.0,32.0,71.0,45.0,21.0,42.0,50.0,11.0,29.0,37.0,14.0,20.0,70.0,16.0,34.0,50.0,19.0,5.0,17.0,3.0,15.0,14.0,34.0,28.0,10.0,5.0,8.0,8.0,4.0,6.0,5.0,5.0,8.0,5.0,11.0,-2.0,0.0,-6.0,-6.0,-4.0,-20.0,-7.0,-7.0,-14.0,0.0,6.0,-10.0,-1.0,0.0,1.0,12.0,-18.0,12.0,15.0,2.0,5.0
2600650,2025,2025-07-26T02:00:00Z,18,Calgary Surge,Calgary,Vancouver Bandits,98,39,86,45,33,52,63,6,34,17,14,24,58,16,30,46,15,9,14,6,18,25,62,13,25,15,6,15,96.0,38.0,79.0,48.0,30.0,52.0,57.0,8.0,27.0,29.0,12.0,19.0,63.0,15.0,37.0,52.0,22.0,7.0,18.0,0.0,26.0,17.0,50.0,18.0,9.0,21.0,11.0,7.0,2.0,1.0,7.0,-3.0,3.0,0.0,6.0,-2.0,7.0,-12.0,2.0,5.0,-5.0,1.0,-7.0,-6.0,-7.0,2.0,-4.0,6.0,-8.0,8.0,12.0,-5.0,16.0,-6.0,-5.0,8.0
2600660,2025,2025-07-27T20:00:00Z,19,Calgary Surge,Calgary,Winnipeg Sea Bears,78,26,73,35,20,42,47,6,31,19,20,25,80,15,39,54,19,6,19,4,16,23,36,12,11,9,8,10,79.0,30.0,73.0,41.0,21.0,48.0,43.0,9.0,25.0,36.0,10.0,20.0,50.0,8.0,34.0,42.0,20.0,12.0,14.0,3.0,23.0,16.0,32.0,9.0,22.0,8.0,3.0,15.0,-1.0,-4.0,0.0,-6.0,-1.0,-6.0,4.0,-3.0,6.0,-17.0,10.0,5.0,30.0,7.0,5.0,12.0,-1.0,-6.0,5.0,1.0,-7.0,7.0,4.0,3.0,-11.0,1.0,5.0,-5.0
2600670,2025,2025-07-31T23:30:00Z,20,Calgary Surge,Calgary,Scarborough Shooting Stars,89,31,81,38,19,48,39,12,33,36,15,25,60,16,29,45,25,7,10,4,16,21,30,11,23,10,14,11,93.0,38.0,78.0,48.0,27.0,45.0,60.0,11.0,33.0,33.0,6.0,13.0,46.0,14.0,35.0,49.0,17.0,4.0,18.0,8.0,21.0,16.0,44.0,11.0,8.0,23.0,19.0,12.0,-4.0,-7.0,3.0,-10.0,-8.0,3.0,-21.0,1.0,0.0,3.0,9.0,12.0,14.0,2.0,-6.0,-4.0,8.0,3.0,-8.0,-4.0,-5.0,5.0,-14.0,0.0,15.0,-13.0,-5.0,-1.0
2600656,2025,2025-08-02T18:00:00Z,21,Calgary Surge,Calgary,Ottawa BlackJacks,112,43,91,47,29,54,53,14,37,37,12,15,80,25,28,53,27,11,13,2,17,12,48,23,28,22,13,13,101.0,39.0,79.0,49.0,27.0,39.0,69.0,12.0,40.0,30.0,11.0,16.0,68.0,16.0,24.0,40.0,22.0,7.0,18.0,3.0,12.0,17.0,44.0,19.0,18.0,33.0,15.0,10.0,11.0,4.0,12.0,-2.0,2.0,15.0,-16.0,2.0,-3.0,7.0,1.0,-1.0,12.0,9.0,4.0,13.0,5.0,4.0,-5.0,-1.0,5.0,-5.0,4.0,4.0,10.0,-11.0,-2.0,3.0
2600668,2025,2025-08-04T23:30:00Z,22,Calgary Surge,Calgary,Montreal Alliance,99,39,78,50,29,50,57,10,28,35,11,17,64,14,30,44,16,10,12,2,16,17,58,15,24,11,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600678,2025,2025-08-09T02:00:00Z,23,Calgary Surge,Calgary,Saskatchewan Rattlers,105,42,90,46,35,65,53,7,25,28,14,19,73,17,34,51,18,12,10,5,17,13,62,17,28,19,20,17,76.0,27.0,75.0,36.0,20.0,47.0,42.0,7.0,28.0,25.0,15.0,19.0,78.0,16.0,32.0,48.0,17.0,5.0,20.0,6.0,15.0,16.0,36.0,17.0,7.0,15.0,4.0,11.0,29.0,15.0,15.0,10.0,15.0,18.0,11.0,0.0,-3.0,3.0,-1.0,0.0,-5.0,1.0,2.0,3.0,1.0,7.0,-10.0,-1.0,2.0,-3.0,26.0,0.0,21.0,4.0,16.0,6.0
2600681,2025,2025-08-11T00:00:00Z,24,Calgary Surge,Calgary,Niagara River Lions,94,36,75,48,23,44,52,13,31,41,9,16,56,11,34,45,21,7,15,3,13,14,42,8,28,31,8,10,76.0,29.0,73.0,39.0,17.0,38.0,44.0,12.0,35.0,34.0,6.0,12.0,50.0,12.0,30.0,42.0,19.0,9.0,18.0,3.0,15.0,10.0,28.0,4.0,16.0,33.0,5.0,12.0,18.0,7.0,2.0,9.0,6.0,6.0,8.0,1.0,-4.0,7.0,3.0,4.0,6.0,-1.0,4.0,3.0,2.0,-2.0,-3.0,0.0,-2.0,4.0,14.0,4.0,12.0,-2.0,3.0,-2.0
2696067,2025,2025-08-15T01:30:00Z,25,Calgary Surge,Calgary,Edmonton Stingers,103,38,76,50,24,39,61,14,37,37,13,18,72,12,28,40,28,5,15,8,19,17,40,18,17,9,7,13,95.0,32.0,73.0,43.0,22.0,41.0,53.0,10.0,32.0,31.0,21.0,25.0,84.0,12.0,29.0,41.0,16.0,8.0,15.0,2.0,17.0,17.0,28.0,10.0,18.0,22.0,8.0,10.0,8.0,6.0,3.0,7.0,2.0,-2.0,8.0,4.0,5.0,6.0,-8.0,-7.0,-12.0,0.0,-1.0,-1.0,12.0,-3.0,0.0,6.0,2.0,0.0,12.0,8.0,-1.0,-13.0,-1.0,3.0
2700450,2025,2025-08-16T19:30:00Z,26,Calgary Surge,Calgary,Vancouver Bandits,105,36,80,45,16,41,39,20,39,51,13,15,86,10,17,27,15,11,9,5,20,18,28,12,27,14,15,16,103.0,36.0,72.0,50.0,26.0,44.0,59.0,10.0,28.0,35.0,21.0,28.0,75.0,20.0,35.0,55.0,23.0,7.0,21.0,4.0,19.0,18.0,48.0,22.0,10.0,7.0,22.0,11.0,2.0,0.0,8.0,-5.0,-10.0,-3.0,-20.0,10.0,11.0,16.0,-8.0,-13.0,11.0,-10.0,-18.0,-28.0,-8.0,4.0,-12.0,1.0,1.0,0.0,-20.0,-10.0,17.0,7.0,-7.0,5.0
2700731,2025,2025-08-23T00:30:00Z,27,Calgary Surge,Calgary,Winnipeg Sea Bears,90,34,80,42,18,36,50,16,44,36,6,9,66,15,39,54,14,8,17,8,20,12,32,8,16,16,12,16,79.0,29.0,79.0,36.0,22.0,48.0,45.0,7.0,31.0,22.0,14.0,20.0,70.0,16.0,32.0,48.0,17.0,9.0,15.0,1.0,12.0,20.0,42.0,14.0,17.0,14.0,13.0,10.0,11.0,5.0,1.0,6.0,-4.0,-12.0,5.0,9.0,13.0,14.0,-8.0,-11.0,-4.0,-1.0,7.0,6.0,-3.0,-1.0,2.0,7.0,8.0,-8.0,-10.0,-6.0,-1.0,2.0,-1.0,6.0
2702972,2025,2025-08-24T23:00:00Z,28,Calgary Surge,Calgary,Niagara River Lions,73,25,73,34,16,36,44,9,37,24,14,21,66,14,32,46,17,7,11,8,15,20,30,15,12,15,13,15,79.0,29.0,74.0,39.0,19.0,42.0,45.0,10.0,32.0,31.0,11.0,14.0,78.0,12.0,38.0,50.0,17.0,3.0,13.0,0.0,20.0,14.0,20.0,13.0,6.0,26.0,5.0,3.0,-6.0,-4.0,-1.0,-5.0,-3.0,-6.0,-1.0,-1.0,5.0,-7.0,3.0,7.0,-12.0,2.0,-6.0,-4.0,0.0,4.0,-2.0,8.0,-5.0,6.0,10.0,2.0,6.0,-11.0,8.0,12.0
2600563,2025,2025-05-11T22:00:00Z,1,Edmonton Stingers,Edmonton,Calgary Surge,84,31,72,43,24,45,53,7,27,25,15,17,88,8,32,40,18,6,17,2,18,13,40,10,19,14,15,8,86.0,32.0,71.0,45.0,25.0,48.0,52.0,7.0,23.0,30.0,15.0,26.0,57.0,12.0,33.0,45.0,12.0,9.0,18.0,5.0,13.0,18.0,44.0,8.0,16.0,15.0,16.0,14.0,-2.0,-1.0,1.0,-2.0,-1.0,-3.0,1.0,0.0,4.0,-5.0,0.0,-9.0,31.0,-4.0,-1.0,-5.0,6.0,-3.0,-1.0,-3.0,5.0,-5.0,-4.0,2.0,3.0,-1.0,-1.0,-6.0
2600566,2025,2025-05-17T00:30:00Z,2,Edmonton Stingers,Edmonton,Winnipeg Sea Bears,89,33,84,39,25,57,43,8,27,29,15,18,83,12,39,51,14,6,12,4,18,19,42,12,9,10,8,10,92.0,31.0,83.0,37.0,21.0,49.0,42.0,10.0,34.0,29.0,20.0,26.0,76.0,15.0,39.0,54.0,19.0,6.0,12.0,6.0,19.0,18.0,38.0,12.0,11.0,17.0,4.0,12.0,-3.0,2.0,1.0,2.0,4.0,8.0,1.0,-2.0,-7.0,0.0,-5.0,-8.0,7.0,-3.0,0.0,-3.0,-5.0,0.0,0.0,-2.0,-1.0,1.0,4.0,0.0,-2.0,-7.0,4.0,-2.0
2600570,2025,2025-05-23T01:30:00Z,3,Edmonton Stingers,Edmonton,Saskatchewan Rattlers,92,32,77,41,18,45,40,14,32,43,14,16,87,14,34,48,18,6,13,1,13,17,36,17,12,23,12,7,89.0,32.0,79.0,40.0,24.0,48.0,50.0,8.0,31.0,25.0,17.0,20.0,85.0,14.0,32.0,46.0,15.0,7.0,9.0,5.0,17.0,13.0,44.0,18.0,17.0,13.0,12.0,12.0,3.0,0.0,-2.0,1.0,-6.0,-3.0,-10.0,6.0,1.0,18.0,-3.0,-4.0,2.0,0.0,2.0,2.0,3.0,-1.0,4.0,-4.0,-4.0,4.0,-8.0,-1.0,-5.0,10.0,0.0,-5.0
2600575,2025,2025-05-25T02:00:00Z,4,Edmonton Stingers,Edmonton,Vancouver Bandits,79,26,62,41,19,38,50,7,24,29,20,23,86,8,26,34,16,5,20,3,23,21,36,8,12,24,4,8,109.0,39.0,71.0,54.0,26.0,40.0,65.0,13.0,31.0,41.0,18.0,25.0,72.0,9.0,29.0,38.0,34.0,13.0,10.0,5.0,22.0,22.0,52.0,8.0,29.0,29.0,20.0,18.0,-30.0,-13.0,-9.0,-13.0,-7.0,-2.0,-15.0,-6.0,-7.0,-12.0,2.0,-2.0,14.0,-1.0,-3.0,-4.0,-18.0,-8.0,10.0,-2.0,1.0,-1.0,-16.0,0.0,-17.0,-5.0,-16.0,-10.0
2600580,2025,2025-05-29T01:00:00Z,5,Edmonton Stingers,Edmonton,Brampton Honey Badgers,99,38,68,55,26,36,72,12,32,37,11,15,73,11,28,39,18,8,15,1,22,17,44,16,18,48,21,9,81.0,28.0,60.0,46.0,19.0,35.0,54.0,9.0,25.0,36.0,16.0,21.0,76.0,7.0,20.0,27.0,16.0,8.0,15.0,4.0,18.0,22.0,38.0,4.0,21.0,10.0,9.0,12.0,18.0,10.0,8.0,9.0,7.0,1.0,18.0,3.0,7.0,1.0,-5.0,-6.0,-3.0,4.0,8.0,12.0,2.0,0.0,0.0,-3.0,4.0,-5.0,6.0,12.0,-3.0,38.0,12.0,-3.0
2600586,2025,2025-05-31T01:00:00Z,6,Edmonton Stingers,Edmonton,Vancouver Bandits,95,29,69,42,19,42,45,10,27,37,27,30,90,14,30,44,14,7,14,3,16,25,34,11,12,23,16,10,104.0,38.0,77.0,49.0,22.0,45.0,48.0,16.0,32.0,50.0,12.0,16.0,75.0,12.0,28.0,40.0,23.0,7.0,12.0,2.0,25.0,16.0,44.0,8.0,14.0,15.0,10.0,9.0,-9.0,-9.0,-8.0,-7.0,-3.0,-3.0,-3.0,-6.0,-5.0,-13.0,15.0,14.0,15.0,2.0,2.0,4.0,-9.0,0.0,2.0,1.0,-9.0,9.0,-10.0,3.0,-2.0,8.0,6.0,1.0
2600605,2025,2025-06-07T00:00:00Z,7,Edmonton Stingers,Edmonton,Montreal Alliance,83,32,72,44,22,41,53,10,31,32,9,14,64,12,18,30,22,6,10,0,13,15,44,10,11,21,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600598,2025,2025-06-11T01:00:00Z,8,Edmonton Stingers,Edmonton,Ottawa BlackJacks,93,36,78,46,21,48,43,15,30,50,6,7,85,12,31,43,19,12,7,5,16,8,38,14,19,23,8,17,74.0,28.0,72.0,38.0,22.0,51.0,43.0,6.0,21.0,28.0,12.0,17.0,70.0,15.0,29.0,44.0,19.0,3.0,14.0,3.0,9.0,16.0,38.0,12.0,8.0,31.0,6.0,6.0,19.0,8.0,6.0,8.0,-1.0,-3.0,0.0,9.0,9.0,22.0,-6.0,-10.0,15.0,-3.0,2.0,-1.0,0.0,9.0,-7.0,2.0,7.0,-8.0,0.0,2.0,11.0,-8.0,2.0,11.0
2600604,2025,2025-06-13T23:00:00Z,9,Edmonton Stingers,Edmonton,Niagara River Lions,106,42,77,54,29,50,57,13,27,48,9,10,90,9,37,46,29,6,14,1,19,13,46,13,8,19,9,7,88.0,34.0,83.0,40.0,30.0,54.0,55.0,4.0,29.0,13.0,16.0,17.0,94.0,12.0,25.0,37.0,16.0,9.0,9.0,1.0,13.0,19.0,56.0,6.0,17.0,22.0,12.0,10.0,18.0,8.0,-6.0,14.0,-1.0,-4.0,2.0,9.0,-2.0,35.0,-7.0,-7.0,-4.0,-3.0,12.0,9.0,13.0,-3.0,5.0,0.0,6.0,-6.0,-10.0,7.0,-9.0,-3.0,-3.0,-3.0
2600610,2025,2025-06-14T23:30:00Z,10,Edmonton Stingers,Edmonton,Brampton Honey Badgers,91,33,75,44,23,50,46,10,25,40,15,17,88,15,19,34,20,10,12,1,19,18,38,11,22,20,15,11,95.0,35.0,62.0,56.0,27.0,42.0,64.0,8.0,20.0,40.0,17.0,23.0,73.0,10.0,29.0,39.0,20.0,5.0,17.0,8.0,18.0,19.0,48.0,11.0,11.0,18.0,12.0,13.0,-4.0,-2.0,13.0,-12.0,-4.0,8.0,-18.0,2.0,5.0,0.0,-2.0,-6.0,15.0,5.0,-10.0,-5.0,0.0,5.0,-5.0,-7.0,1.0,-1.0,-10.0,0.0,11.0,2.0,3.0,-2.0
2600600,2025,2025-06-20T01:30:00Z,11,Edmonton Stingers,Edmonton,Calgary Surge,98,37,73,50,29,47,61,8,26,30,16,24,66,11,40,51,25,7,27,8,22,20,50,6,20,26,6,15,95.0,35.0,94.0,37.0,27.0,63.0,42.0,8.0,31.0,25.0,17.0,22.0,77.0,19.0,29.0,48.0,14.0,13.0,16.0,4.0,21.0,22.0,48.0,11.0,26.0,19.0,12.0,17.0,3.0,2.0,-21.0,13.0,2.0,-16.0,19.0,0.0,-5.0,5.0,-1.0,2.0,-11.0,-8.0,11.0,3.0,11.0,-6.0,11.0,4.0,1.0,-2.0,2.0,-5.0,-6.0,7.0,-6.0,-2.0
2600617,2025,2025-06-22T22:00:00Z,12,Edmonton Stingers,Edmonton,Winnipeg Sea Bears,98,38,81,46,31,56,55,7,25,28,15,19,78,13,32,45,21,12,12,3,17,15,50,13,25,21,7,15,85.0,30.0,71.0,42.0,22.0,47.0,46.0,8.0,24.0,33.0,17.0,20.0,85.0,10.0,31.0,41.0,18.0,8.0,17.0,9.0,16.0,17.0,38.0,12.0,16.0,5.0,10.0,17.0,13.0,8.0,10.0,4.0,9.0,9.0,9.0,-1.0,1.0,-5.0,-2.0,-1.0,-7.0,3.0,1.0,4.0,3.0,4.0,-5.0,-6.0,1.0,-2.0,12.0,1.0,9.0,16.0,-3.0,-2.0
2600623,2025,2025-06-29T22:00:00Z,13,Edmonton Stingers,Edmonton,Scarborough Shooting Stars,98,35,73,47,23,48,47,12,25,48,16,16,100,8,33,41,22,10,13,2,14,16,44,11,18,37,12,12,81.0,31.0,77.0,40.0,21.0,44.0,47.0,10.0,33.0,30.0,9.0,13.0,69.0,16.0,29.0,45.0,16.0,10.0,18.0,5.0,16.0,13.0,34.0,12.0,11.0,15.0,12.0,15.0,17.0,4.0,-4.0,7.0,2.0,4.0,0.0,2.0,-8.0,18.0,7.0,3.0,31.0,-8.0,4.0,-4.0,6.0,0.0,-5.0,-3.0,-2.0,3.0,10.0,-1.0,7.0,22.0,0.0,-3.0
2600628,2025,2025-07-01T22:00:00Z,14,Edmonton Stingers,Edmonton,Montreal Alliance,94,36,70,51,24,43,55,12,27,44,10,12,83,9,30,39,23,9,18,2,13,14,42,3,30,16,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600641,2025,2025-07-06T22:00:00Z,15,Edmonton Stingers,Edmonton,Calgary Surge,113,42,84,50,31,54,57,11,30,36,18,20,90,15,40,55,27,4,12,1,19,14,60,12,16,26,18,5,90.0,32.0,80.0,40.0,17.0,47.0,36.0,15.0,33.0,45.0,11.0,22.0,50.0,15.0,27.0,42.0,11.0,6.0,12.0,2.0,14.0,18.0,32.0,11.0,11.0,51.0,5.0,8.0,23.0,10.0,4.0,10.0,14.0,7.0,21.0,-4.0,-3.0,-9.0,7.0,-2.0,40.0,0.0,13.0,13.0,16.0,-2.0,0.0,-1.0,5.0,-4.0,28.0,1.0,5.0,-25.0,13.0,-3.0
2600632,2025,2025-07-11T23:30:00Z,16,Edmonton Stingers,Edmonton,Scarborough Shooting Stars,81,33,82,40,28,54,51,5,28,17,10,17,58,19,37,56,8,10,18,2,20,20,54,14,14,21,8,12,75.0,28.0,74.0,37.0,19.0,43.0,44.0,9.0,31.0,29.0,10.0,24.0,41.0,15.0,32.0,47.0,19.0,9.0,17.0,4.0,20.0,20.0,32.0,13.0,11.0,18.0,18.0,13.0,6.0,5.0,8.0,3.0,9.0,11.0,7.0,-4.0,-3.0,-12.0,0.0,-7.0,17.0,4.0,5.0,9.0,-11.0,1.0,1.0,-2.0,0.0,0.0,22.0,1.0,3.0,3.0,-10.0,-1.0
2600645,2025,2025-07-17T23:30:00Z,17,Edmonton Stingers,Edmonton,Ottawa BlackJacks,87,29,69,42,20,41,48,9,28,32,20,31,64,13,34,47,19,7,15,3,14,20,38,13,16,22,13,10,85.0,36.0,79.0,45.0,28.0,48.0,58.0,8.0,31.0,25.0,5.0,6.0,83.0,9.0,31.0,40.0,23.0,8.0,12.0,4.0,21.0,14.0,52.0,6.0,14.0,13.0,10.0,12.0,2.0,-7.0,-10.0,-3.0,-8.0,-7.0,-10.0,1.0,-3.0,7.0,15.0,25.0,-19.0,4.0,3.0,7.0,-4.0,-1.0,3.0,-1.0,-7.0,6.0,-14.0,7.0,2.0,9.0,3.0,-2.0
2600661,2025,2025-07-21T00:00:00Z,18,Edmonton Stingers,Edmonton,Vancouver Bandits,99,40,95,42,32,60,53,8,35,22,11,15,73,18,24,42,18,11,12,1,17,14,56,22,22,30,25,12,111.0,40.0,69.0,57.0,23.0,34.0,67.0,17.0,35.0,48.0,14.0,21.0,66.0,4.0,35.0,39.0,29.0,4.0,18.0,5.0,14.0,17.0,40.0,2.0,13.0,32.0,23.0,9.0,-12.0,0.0,26.0,-15.0,9.0,26.0,-14.0,-9.0,0.0,-26.0,-3.0,-6.0,7.0,14.0,-11.0,3.0,-11.0,7.0,-6.0,-4.0,3.0,-3.0,16.0,20.0,9.0,-2.0,2.0,3.0
2600646,2025,2025-07-26T00:30:00Z,19,Edmonton Stingers,Edmonton,Winnipeg Sea Bears,95,37,78,47,26,52,50,11,26,42,10,13,76,14,30,44,21,8,14,2,18,11,50,18,18,19,12,10,92.0,35.0,80.0,43.0,26.0,51.0,50.0,9.0,29.0,31.0,13.0,18.0,72.0,18.0,29.0,47.0,12.0,10.0,12.0,5.0,11.0,18.0,48.0,20.0,16.0,9.0,4.0,15.0,3.0,2.0,-2.0,4.0,0.0,1.0,0.0,2.0,-3.0,11.0,-3.0,-5.0,4.0,-4.0,1.0,-3.0,9.0,-2.0,2.0,-3.0,7.0,-7.0,2.0,-2.0,2.0,10.0,8.0,-5.0
2600652,2025,2025-08-02T01:00:00Z,20,Edmonton Stingers,Edmonton,Vancouver Bandits,105,39,81,48,31,59,52,8,22,36,19,26,73,12,23,35,18,6,15,1,21,20,58,18,17,23,14,7,121.0,45.0,80.0,56.0,35.0,53.0,66.0,10.0,27.0,37.0,21.0,25.0,84.0,12.0,32.0,44.0,17.0,9.0,15.0,2.0,22.0,21.0,68.0,6.0,27.0,14.0,22.0,11.0,-16.0,-6.0,1.0,-8.0,-4.0,6.0,-14.0,-2.0,-5.0,-1.0,-2.0,1.0,-11.0,0.0,-9.0,-9.0,1.0,-3.0,0.0,-1.0,-1.0,-1.0,-10.0,12.0,-10.0,9.0,-8.0,-4.0
2600662,2025,2025-08-03T22:00:00Z,21,Edmonton Stingers,Edmonton,Saskatchewan Rattlers,88,35,80,43,27,55,49,8,25,32,10,13,76,10,32,42,18,5,13,1,21,14,48,11,20,26,5,6,90.0,34.0,71.0,47.0,25.0,40.0,62.0,9.0,31.0,29.0,13.0,23.0,56.0,11.0,36.0,47.0,14.0,8.0,18.0,4.0,15.0,20.0,28.0,9.0,16.0,5.0,11.0,12.0,-2.0,1.0,9.0,-4.0,2.0,15.0,-13.0,-1.0,-6.0,3.0,-3.0,-10.0,20.0,-1.0,-4.0,-5.0,4.0,-3.0,-5.0,-3.0,6.0,-6.0,20.0,2.0,4.0,21.0,-6.0,-6.0
2600672,2025,2025-08-07T01:30:00Z,22,Edmonton Stingers,Edmonton,Saskatchewan Rattlers,100,37,68,54,32,48,66,5,20,25,21,24,87,11,26,37,23,10,13,2,14,18,58,16,20,17,22,12,94.0,35.0,70.0,50.0,21.0,46.0,45.0,14.0,24.0,58.0,10.0,16.0,62.0,10.0,21.0,31.0,21.0,6.0,13.0,2.0,18.0,14.0,28.0,16.0,16.0,10.0,14.0,8.0,6.0,2.0,-2.0,4.0,11.0,2.0,21.0,-9.0,-4.0,-33.0,11.0,8.0,25.0,1.0,5.0,6.0,2.0,4.0,0.0,0.0,-4.0,4.0,30.0,0.0,4.0,7.0,8.0,4.0
2600677,2025,2025-08-09T01:00:00Z,23,Edmonton Stingers,Edmonton,Niagara River Lions,92,35,72,48,28,47,59,7,25,28,15,19,78,11,28,39,15,10,14,3,18,15,46,12,14,20,19,13,81.0,31.0,65.0,47.0,23.0,41.0,56.0,8.0,24.0,33.0,11.0,16.0,68.0,8.0,26.0,34.0,13.0,10.0,16.0,0.0,16.0,18.0,40.0,12.0,15.0,19.0,11.0,10.0,11.0,4.0,7.0,1.0,5.0,6.0,3.0,-1.0,1.0,-5.0,4.0,3.0,10.0,3.0,2.0,5.0,2.0,0.0,-2.0,3.0,2.0,-3.0,6.0,0.0,-1.0,1.0,8.0,3.0
2600682,2025,2025-08-10T22:00:00Z,24,Edmonton Stingers,Edmonton,Winnipeg Sea Bears,97,37,71,52,23,41,56,14,30,46,9,13,69,6,34,40,23,8,10,2,19,14,44,11,13,32,13,10,77.0,29.0,72.0,40.0,24.0,44.0,54.0,5.0,28.0,17.0,14.0,21.0,66.0,12.0,28.0,40.0,14.0,4.0,11.0,0.0,14.0,19.0,38.0,13.0,11.0,18.0,9.0,4.0,20.0,8.0,-1.0,12.0,-1.0,-3.0,2.0,9.0,2.0,29.0,-5.0,-8.0,3.0,-6.0,6.0,0.0,9.0,4.0,-1.0,2.0,5.0,-5.0,6.0,-2.0,2.0,14.0,4.0,6.0
2696067,2025,2025-08-15T01:30:00Z,25,Edmonton Stingers,Edmonton,Calgary Surge,95,32,73,43,22,41,53,10,32,31,21,25,84,12,29,41,16,8,15,2,17,17,28,10,18,22,8,10,103.0,38.0,76.0,50.0,24.0,39.0,61.0,14.0,37.0,37.0,13.0,18.0,72.0,12.0,28.0,40.0,28.0,5.0,15.0,8.0,19.0,17.0,40.0,18.0,17.0,9.0,7.0,13.0,-8.0,-6.0,-3.0,-7.0,-2.0,2.0,-8.0,-4.0,-5.0,-6.0,8.0,7.0,12.0,0.0,1.0,1.0,-12.0,3.0,0.0,-6.0,-2.0,0.0,-12.0,-8.0,1.0,13.0,1.0,-3.0
